X,y
-5.0,-375.0328584698877
-4.898989898989899,-361.23263770406953
-4.797979797979798,-333.9249495173078
-4.696969696969697,-306.4128547319656
-4.595959595959596,-305.90311631095864
-4.494949494949495,-288.48612494901914
-4.393939393939394,-253.58817626655278
-4.292929292929293,-245.58151507666878
-4.191919191919192,-242.45380575676467
-4.090909090909091,-217.4519352515934
-3.9898989898989896,-213.2330933446106
-3.888888888888889,-199.56813429839116
-3.787878787878788,-179.38130668857488
-3.686868686868687,-188.38962946587822
-3.5858585858585856,-174.5153406111885
-3.484848484848485,-151.43944317509332
-3.383838383838384,-145.02398769069507
-3.282828282828283,-121.34864745228161
-3.1818181818181817,-123.67077418872074
-3.080808080808081,-119.30458414470108
-2.9797979797979797,-81.59530686071184
-2.878787878787879,-90.04667137228613
-2.7777777777777777,-79.1052392151235
-2.676767676767677,-86.46174777398237
-2.5757575757575757,-70.5216022403822
-2.474747474747475,-57.24945529292628
-2.3737373737373737,-63.55455294892897
-2.272727272727273,-42.366235443891156
-2.1717171717171717,-46.58849612531319
-2.070707070707071,-38.32586814714503
-1.9696969696969697,-36.60837869707762
-1.868686868686869,-7.594105835924424
-1.7676767676767677,-22.108260893456475
-1.6666666666666665,-28.725257437707146
-1.5656565656565657,-6.4036497443694
-1.4646464646464645,-23.61220997572122
-1.3636363636363638,-6.371168708104214
-1.2626262626262625,-25.381526328795786
-1.1616161616161618,-16.64832793870857
-1.0606060606060606,0.7762479431863252
-0.9595959595959593,8.134517134439664
-0.858585858585859,4.186229933972379
-0.7575757575757578,2.8316074451995963
-0.6565656565656566,2.29781114144618
-0.5555555555555554,-8.338031975004863
-0.45454545454545503,0.21703500095148165
-0.3535353535353538,3.6196951782542186
-0.2525252525252526,19.462594921544675
-0.15151515151515138,12.859896616918999
-0.050505050505050164,-7.794928158313111
0.050505050505050164,13.379858697368544
0.15151515151515138,6.495895063215858
0.2525252525252526,3.7017173059554693
0.3535353535353538,16.64080753856291
0.45454545454545414,20.828402437581598
0.5555555555555554,19.779193509406156
0.6565656565656566,1.9881920566196296
0.7575757575757578,7.180575687741019
0.8585858585858581,13.468390426326799
0.9595959595959593,19.797355880009132
1.0606060606060606,5.151769879108945
1.1616161616161618,8.016356613807444
1.262626262626262,-1.2207754407978904
1.3636363636363633,-2.097302904968993
1.4646464646464645,18.077139035939105
1.5656565656565657,23.678694335274393
1.666666666666667,9.650269154567031
1.7676767676767673,20.761806075155523
1.8686868686868685,14.813341799462787
1.9696969696969697,5.343053504398154
2.070707070707071,16.14460897753382
2.1717171717171713,28.798920151472515
2.2727272727272725,14.112062674264871
2.3737373737373737,31.344762538069958
2.474747474747475,-9.082520488562544
2.5757575757575752,26.951529148157164
2.6767676767676765,21.43388464034724
2.7777777777777777,19.629953930183564
2.878787878787879,25.832319622215646
2.9797979797979792,7.584145399837237
3.0808080808080813,28.071043945249368
3.1818181818181817,36.921989727138495
3.282828282828282,51.50044588027655
3.383838383838384,35.20935222523468
3.4848484848484844,36.28994223024389
3.5858585858585865,43.66477387245551
3.686868686868687,62.480841054192624
3.787878787878787,61.608183384211245
3.8888888888888893,58.37866682378369
3.9898989898989896,74.53865125164981
4.09090909090909,76.49293928010692
4.191919191919192,91.7236466869395
4.292929292929292,81.94291228852029
4.3939393939393945,93.03664897952419
4.494949494949495,100.17796422673858
4.595959595959595,97.69798700547301
4.696969696969697,123.98911272417557
4.797979797979798,132.80628620189103
4.8989898989899,139.9001089547318
5.0,147.65412866624854
